date,open,high,low,close,vol,per,pbr
2009-03-09,"268,829","270,470","259,966","265,546","47,978",2672,396
2009-03-10,"265,546","287,867","265,546","283,600","109,925",2854,423
2009-03-11,"290,165","294,103","286,226","291,477","85,131",2933,435
2009-03-12,"290,821","293,775","283,600","288,852","134,381",2906,431
2009-03-13,"287,867","289,180","282,287","283,600","56,806",2854,423
2009-03-16,"279,004","287,210","279,004","285,569","41,494",2873,426
2009-03-17,"288,195","290,165","281,959","287,210","67,438",2890,428
2009-03-18,"287,539","290,165","280,974","284,913","53,951",2867,425
2009-03-19,"284,913","286,882","279,333","285,569","54,096",2873,426
2009-03-20,"285,569","286,226","282,615","283,271","49,721",2850,422
2009-03-23,"282,287","286,226","282,287","284,913","59,883",2867,425
2009-03-24,"286,226","287,539","281,302","284,913","94,685",2867,425
2009-03-25,"285,569","285,897","282,615","284,256","65,984",2860,424
2009-03-26,"282,287","284,256","277,035","277,363","128,369",2791,414
2009-03-27,"279,004","286,226","278,348","285,569","106,954",2873,426
2009-03-30,"285,569","285,897","280,317","280,317","41,503",2821,418
2009-03-31,"284,913","284,913","278,348","282,615","172,429",2844,421
2009-04-01,"288,852","288,852","277,035","280,646","148,660",2824,419
2009-04-02,"282,287","287,867","279,004","287,867","196,762",2896,429
2009-04-03,"294,103","308,874","291,149","305,920","303,764",3078,456
2009-04-06,"310,844","322,004","309,859","319,706","173,016",3217,477
2009-04-07,"322,332","323,317","315,111","317,737","85,204",3197,474
2009-04-08,"315,111","315,111","300,012","300,012","80,305",3019,447
2009-04-09,"303,294","308,218","300,012","308,218","111,698",3101,460
2009-04-10,"311,828","321,676","309,203","315,111","126,896",3171,470
2009-04-13,"312,485","316,424","305,264","306,577","59,249",3085,457
2009-04-14,"308,874","310,844","303,294","306,577","54,688",3085,457
2009-04-15,"302,638","305,920","295,416","302,638","83,790",3045,451
2009-04-16,"304,279","307,561","297,058","297,058","81,572",2989,443
2009-04-17,"299,684","300,668","290,493","290,493","115,243",2923,433
2009-04-20,"292,790","296,073","288,852","294,103","64,518",2959,439
2009-04-21,"291,477","301,981","288,852","297,714","55,106",2996,444
2009-04-22,"301,653","303,951","298,042","303,951","58,553",3058,453
2009-04-23,"306,577","309,531","299,027","307,890","84,808",3098,459
2009-04-24,"305,264","307,561","302,638","307,233","79,488",3091,458
2009-04-27,"306,577","307,233","293,447","299,355","76,541",3012,446
2009-04-28,"301,981","301,981","288,852","288,852","75,456",2906,431
2009-04-29,"289,508","295,416","289,180","295,416","35,811",2972,441
2009-04-30,"296,073","299,684","292,790","299,684","88,259",3015,447
2009-05-04,"304,607","309,531","300,668","309,531","97,047",3114,462
2009-05-06,"314,126","318,065","306,248","315,111","147,702",3171,470
2009-05-07,"318,393","321,019","311,828","315,111","89,762",3171,470
2009-05-08,"311,828","317,080","309,203","314,783","61,403",3167,469
2009-05-11,"310,844","314,454","305,592","307,890","79,807",3098,459
