date,open,high,low,close,vol,per,pbr
2012-03-21,"249,500","250,000","247,000","247,000","51,598",135,124
2012-03-22,"246,000","246,000","240,000","240,000","59,203",131,120
2012-03-23,"240,500","241,000","238,000","240,000","38,456",131,120
2012-03-26,"240,500","242,500","238,000","239,000","22,811",131,120
2012-03-27,"240,000","241,000","238,500","239,000","35,922",131,120
2012-03-28,"238,000","240,000","234,500","238,000","45,208",130,119
2012-03-29,"239,000","244,000","236,500","242,000","61,417",132,121
2012-03-30,"242,500","243,000","239,000","239,000","35,758",131,120
2012-04-02,"240,000","250,500","240,000","249,000","88,884",136,125
2012-04-03,"247,500","251,000","246,500","249,500","84,823",137,125
2012-04-04,"249,000","257,000","249,000","255,500","122,516",140,128
2012-04-05,"255,000","258,500","251,000","253,000","52,265",138,127
2012-04-06,"257,000","264,000","254,000","263,500","43,161",144,132
2012-04-09,"261,500","269,500","257,500","263,500","53,639",144,132
2012-04-10,"265,000","267,500","261,500","264,500","38,060",145,132
2012-04-12,"271,000","271,000","263,000","268,000","46,658",147,134
2012-04-13,"270,500","270,500","258,000","266,500","49,566",146,133
2012-04-16,"267,500","267,500","256,000","256,500","34,049",140,128
2012-04-17,"259,000","264,000","257,500","261,000","19,765",143,131
2012-04-18,"261,000","267,000","255,500","257,500","32,480",141,129
2012-04-19,"256,500","265,000","256,500","259,500","29,152",142,130
2012-04-20,"261,000","262,000","255,500","259,500","23,801",142,130
2012-04-23,"257,500","263,000","256,000","262,500","18,917",144,131
2012-04-24,"258,500","262,000","249,000","251,000","29,036",137,126
2012-04-25,"250,000","253,500","247,000","248,000","15,446",136,124
2012-04-26,"247,000","258,500","245,000","249,000","73,445",136,125
2012-04-27,"250,500","252,500","247,500","252,500","29,141",138,126
2012-04-30,"254,000","254,000","247,000","248,000","20,989",136,124
2012-05-02,"251,000","251,000","247,500","249,500","43,336",137,125
2012-05-03,"250,500","251,000","247,500","249,500","80,642",137,125
2012-05-04,"250,000","251,500","247,500","250,000","74,559",137,125
2012-05-07,"247,500","247,500","241,000","242,500","32,354",133,121
2012-05-08,"243,000","244,500","242,500","243,500","20,132",133,122
2012-05-09,"244,000","244,000","238,000","241,000","61,675",132,121
2012-05-10,"240,000","242,500","239,500","240,500","24,119",132,120
2012-05-11,"241,000","241,000","237,000","237,000","33,241",130,119
2012-05-14,"238,500","239,000","235,000","235,500","43,772",129,118
2012-05-15,"235,000","237,000","229,000","230,000","38,715",126,115
2012-05-16,"230,000","231,500","221,000","222,500","55,582",122,111
2012-05-17,"220,500","225,500","217,500","217,500","42,785",119,109
2012-05-18,"217,500","219,500","208,000","213,000","54,373",117,107
2012-05-21,"214,000","216,000","208,500","214,000","32,965",117,107
2012-05-22,"215,500","233,000","211,500","229,500","50,772",126,115
2012-05-23,"224,500","230,000","221,500","230,000","33,849",126,115
2012-05-24,"230,000","232,500","225,500","228,000","28,239",125,114
2012-05-25,"228,000","233,000","224,500","229,000","28,019",125,115
2012-05-29,"230,000","236,000","230,000","232,500","23,310",127,116
2012-05-30,"232,000","236,500","230,000","234,500","23,321",128,117
2012-05-31,"233,000","236,500","229,000","230,000","47,426",126,115
2012-06-01,"231,000","235,500","228,500","229,500","23,451",126,115
2012-06-04,"217,000","228,000","216,500","219,000","35,736",120,110
2012-06-05,"219,000","225,500","219,000","224,000","34,596",123,112
2012-06-07,"226,000","235,000","225,000","226,500","28,389",124,113
2012-06-08,"224,500","229,500","216,500","219,000","44,292",120,110
2012-06-11,"221,000","223,000","217,500","220,500","47,706",121,110
2012-06-12,"218,500","222,500","217,500","220,000","24,061",120,110
2012-06-13,"220,500","223,500","219,500","220,500","33,615",121,110
2012-06-14,"217,500","219,500","216,500","218,000","40,561",119,109
2012-06-15,"218,000","220,500","216,000","220,500","57,040",121,110
2012-06-18,"223,000","223,500","220,000","221,500","41,287",121,111
2012-06-19,"220,500","222,500","219,000","220,000","34,873",120,110
2012-06-20,"222,000","222,000","219,000","220,500","60,591",121,110
2012-06-21,"220,500","221,500","219,000","220,500","28,558",121,110
2012-06-22,"219,500","220,500","215,000","216,500","23,082",118,108
2012-06-25,"216,000","218,500","212,000","214,500","23,647",117,107
2012-06-26,"210,500","214,500","208,000","209,500","46,250",115,105
2012-06-27,"209,500","210,000","205,000","207,000","32,199",113,104
2012-06-28,"208,500","210,000","207,000","209,500","22,718",115,105
2012-06-29,"207,500","210,500","207,000","210,000","30,996",115,105
2012-07-02,"210,500","212,000","210,000","211,500","20,505",116,106
2012-07-03,"211,500","212,000","209,500","211,500","37,547",116,106
2012-07-04,"211,500","217,500","211,500","215,500","27,983",118,108
2012-07-05,"215,500","216,500","212,000","212,500","22,725",116,106
2012-07-06,"212,500","214,000","210,000","211,000","18,640",115,106
2012-07-09,"212,000","213,000","209,000","212,500","22,784",116,106
2012-07-10,"210,500","213,500","209,500","211,000","24,977",115,106
2012-07-11,"210,500","212,000","207,500","207,500","30,633",114,104
2012-07-12,"207,000","209,000","201,500","201,500","24,882",110,101
2012-07-13,"201,500","203,000","196,000","200,000","41,537",109,100
2012-07-16,"200,000","202,000","198,500","202,000","17,566",111,101
2012-07-17,"201,000","203,000","198,000","199,000","18,760",109,100
2012-07-18,"198,000","200,000","193,500","193,500","29,753",106,97
2012-07-19,"196,500","200,000","195,000","198,500","27,927",109,99
2012-07-20,"199,000","199,000","193,500","194,000","45,382",106,97
2012-07-23,"192,500","193,500","189,500","190,000","25,499",104,95
2012-07-24,"188,000","190,000","184,500","187,000","40,254",102,94
2012-07-25,"184,500","190,500","182,500","186,500","30,344",102,93
2012-07-26,"185,500","186,000","182,500","183,000","36,522",100,92
2012-07-27,"186,000","191,500","185,500","191,500","26,979",105,96
2012-07-30,"192,500","199,500","192,000","198,000","36,606",108,99
2012-07-31,"199,500","208,500","196,000","208,500","59,141",114,104
2012-08-01,"205,500","207,500","202,000","202,000","54,356",111,101
2012-08-02,"200,500","204,500","200,500","201,500","22,823",110,101
2012-08-03,"201,500","201,500","198,500","199,000","14,440",109,100
2012-08-06,"202,500","205,000","201,000","202,500","17,287",111,101
2012-08-07,"202,500","209,000","201,500","209,000","17,462",114,105
2012-08-08,"210,000","211,000","207,500","208,000","19,858",114,104
2012-08-09,"208,000","216,000","208,000","216,000","43,783",118,108
2012-08-10,"213,000","217,500","213,000","216,500","16,992",118,108
2012-08-13,"215,500","222,000","214,000","215,500","12,330",118,108
2012-08-14,"219,000","222,000","216,000","219,000","17,728",120,110
2012-08-16,"218,500","219,500","215,000","218,000","67,152",119,109
2012-08-17,"216,500","220,000","216,500","219,000","16,152",120,110
2012-08-20,"224,500","226,000","222,000","224,500","25,785",123,112
2012-08-21,"229,000","239,000","228,000","237,000","87,146",130,119
2012-08-22,"239,500","239,500","226,500","229,000","41,276",125,115
2012-08-23,"230,000","230,000","223,500","229,500","32,037",126,115
2012-08-24,"227,000","227,000","221,000","221,500","24,281",121,111
2012-08-27,"226,000","235,000","225,000","234,500","35,048",128,117
2012-08-28,"238,000","238,000","226,500","237,000","34,414",130,119
2012-08-29,"234,000","234,500","229,000","231,500","35,392",127,116
2012-08-30,"234,000","234,000","227,000","228,000","17,947",125,114
2012-08-31,"225,500","231,000","225,500","226,000","13,288",124,113
2012-09-03,"226,000","229,000","222,000","226,000","23,940",124,113
2012-09-04,"225,000","230,500","225,000","227,500","22,096",125,114
2012-09-05,"225,000","226,000","217,000","217,000","42,774",119,109
2012-09-06,"218,000","218,500","212,500","215,000","34,693",118,108
2012-09-07,"216,500","220,000","216,500","220,000","20,321",120,110
2012-09-10,"220,000","225,000","218,000","225,000","26,089",123,113
2012-09-11,"222,500","222,500","216,000","216,000","32,520",118,108
2012-09-12,"216,500","218,500","215,000","216,500","32,720",118,108
2012-09-13,"216,500","218,000","213,500","217,000","23,635",119,109
2012-09-14,"219,500","222,000","219,000","222,000","32,542",121,111
2012-09-17,"222,000","225,500","220,000","221,000","24,343",121,111
2012-09-18,"221,500","223,500","219,000","222,000","13,208",121,111
2012-09-19,"223,000","228,000","219,000","228,000","37,671",125,114
2012-09-20,"226,500","227,000","220,000","220,000","29,646",120,110
2012-09-21,"221,500","224,500","220,000","224,500","25,569",123,112
2012-09-24,"224,500","226,000","222,500","225,000","14,670",123,113
2012-09-25,"225,000","225,500","223,000","225,000","24,233",123,113
2012-09-26,"223,000","226,000","220,500","222,500","18,555",122,111
2012-09-27,"220,500","224,500","212,500","212,500","65,119",116,106
2012-09-28,"213,000","214,000","209,500","210,000","62,722",115,105
2012-10-02,"211,000","213,000","211,000","212,500","30,376",116,106
2012-10-04,"212,500","212,500","209,000","209,000","31,614",114,105
2012-10-05,"212,000","214,500","210,500","213,000","31,431",117,107
2012-10-08,"211,500","214,500","210,500","211,500","13,576",116,106
2012-10-09,"211,000","214,000","210,000","212,000","16,191",116,106
2012-10-10,"209,500","211,500","206,500","209,500","26,702",115,105
2012-10-11,"209,000","211,500","206,500","208,000","35,554",114,104
2012-10-12,"209,500","213,500","207,500","213,500","13,481",117,107
2012-10-15,"213,000","215,000","210,000","213,000","24,229",117,107
2012-10-16,"213,500","214,500","210,500","211,500","12,663",116,106
2012-10-17,"208,000","209,000","200,500","200,500","97,636",110,100
2012-10-18,"201,500","203,000","200,000","203,000","34,951",111,102
2012-10-19,"201,000","202,000","199,500","199,500","59,223",109,100
2012-10-22,"198,500","199,500","196,000","199,000","32,431",109,100
2012-10-23,"199,500","200,500","197,500","199,000","16,641",109,100
2012-10-24,"196,000","199,000","195,000","198,000","21,986",108,99
2012-10-25,"196,500","201,500","196,000","198,500","18,449",109,99
2012-10-26,"198,500","199,000","194,500","194,500","22,736",106,97
2012-10-29,"194,000","195,000","188,000","190,000","36,152",104,95
2012-10-30,"190,000","195,500","189,500","195,000","14,826",107,98
2012-10-31,"193,000","196,000","193,000","195,000","10,973",107,98
2012-11-01,"192,500","195,500","190,000","195,000","20,461",107,98
2012-11-02,"195,000","199,000","194,000","199,000","31,600",109,100
2012-11-05,"199,000","201,500","196,500","201,000","26,962",110,101
2012-11-06,"200,500","201,000","198,500","201,000","8,676",110,101
2012-11-07,"199,500","202,500","199,500","202,000","21,317",111,101
2012-11-08,"201,000","201,000","197,000","200,000","24,338",109,100
2012-11-09,"196,500","198,500","193,000","197,500","23,707",108,99
2012-11-12,"195,000","202,500","195,000","202,500","18,835",111,101
2012-11-13,"203,500","213,000","202,000","209,000","54,508",114,105
2012-11-14,"209,000","209,500","206,000","209,000","14,323",114,105
2012-11-15,"206,500","207,500","202,000","204,500","21,596",112,102
2012-11-16,"203,000","206,000","197,500","197,500","73,472",108,99
2012-11-19,"196,000","199,500","196,000","196,500","50,088",108,98
2012-11-20,"197,500","200,500","196,500","197,500","24,529",108,99
2012-11-21,"197,500","200,000","196,000","198,500","24,348",109,99
2012-11-22,"200,000","201,500","199,000","200,000","22,968",109,100
2012-11-23,"200,000","203,000","198,500","202,000","20,116",111,101
2012-11-26,"202,500","203,500","200,500","203,000","12,856",111,102
2012-11-27,"203,500","207,500","199,500","201,000","27,160",110,101
2012-11-28,"202,500","206,500","200,500","205,500","23,131",112,103
2012-11-29,"205,500","207,000","204,000","204,500","12,340",112,102
2012-11-30,"202,000","205,500","200,500","201,500","31,355",110,101
2012-12-03,"201,500","205,000","201,500","203,000","12,159",111,102
2012-12-04,"205,500","205,500","202,500","204,000","18,102",112,102
2012-12-05,"204,000","206,500","202,500","204,500","23,751",112,102
2012-12-06,"204,500","207,000","204,000","207,000","22,053",113,104
2012-12-07,"208,500","209,500","207,000","208,000","24,802",114,104
2012-12-10,"206,500","215,500","206,500","215,500","44,557",118,108
2012-12-11,"216,000","218,000","211,500","214,000","33,088",117,107
2012-12-12,"216,000","217,000","212,000","216,500","39,886",118,108
2012-12-13,"215,000","221,000","214,500","221,000","48,786",121,111
2012-12-14,"221,000","221,500","216,500","221,500","21,636",121,111
2012-12-17,"222,000","222,000","218,000","219,000","12,480",120,110
2012-12-18,"219,500","221,000","215,000","217,000","25,355",119,109
2012-12-20,"216,500","220,000","216,000","218,000","19,184",119,109
2012-12-21,"220,000","225,500","219,000","224,500","33,902",123,112
2012-12-24,"224,500","224,500","220,000","220,000","9,633",120,110
2012-12-26,"222,500","225,000","222,000","223,000","14,370",122,112
2012-12-27,"222,500","223,000","216,000","218,000","18,695",119,109
2012-12-28,"215,500","219,000","215,500","218,500","17,090",120,109
2013-01-02,"221,000","224,000","219,500","219,500","11,901",1337,98
2013-01-03,"220,500","227,000","220,500","227,000","40,689",1383,101
2013-01-04,"228,000","231,000","224,500","231,000","28,859",1407,103
2013-01-07,"231,000","238,500","229,000","237,000","26,502",1444,106
2013-01-08,"235,000","237,500","233,500","235,500","25,804",1435,105
2013-01-09,"234,000","236,000","230,500","231,000","13,945",1407,103
2013-01-10,"230,000","237,000","230,000","233,000","19,664",1419,104
2013-01-11,"232,500","234,000","231,000","231,000","14,215",1407,103
2013-01-14,"231,500","235,500","229,500","232,000","14,527",1413,103
2013-01-15,"228,000","234,000","226,000","227,000","38,443",1383,101
2013-01-16,"230,000","230,000","228,000","229,000","81,443",1395,102
2013-01-17,"229,000","229,500","225,000","225,000","62,894",1371,100
2013-01-18,"226,000","226,500","222,500","226,000","25,593",1377,101
2013-01-21,"228,000","228,000","225,500","225,500","16,130",1374,100
2013-01-22,"227,000","228,000","224,500","225,000","23,153",1371,100
2013-01-23,"223,000","225,000","218,500","219,500","22,341",1337,98
2013-01-24,"217,500","221,500","217,000","221,500","36,516",1349,99
2013-01-25,"221,000","221,000","216,500","216,500","48,990",1319,96
2013-01-28,"215,000","218,000","212,500","214,500","61,469",1307,96
2013-01-29,"213,000","216,000","213,000","214,000","80,531",1304,95
2013-01-30,"214,500","219,500","214,500","217,500","34,103",1325,97
2013-01-31,"217,500","220,000","216,000","220,000","34,217",1340,98
2013-02-01,"218,500","220,000","213,000","213,000","26,904",1298,95
2013-02-04,"217,000","217,000","211,500","213,500","30,569",1301,95
2013-02-05,"212,000","214,000","211,500","212,000","24,006",1292,94
2013-02-06,"211,500","213,500","207,500","210,500","16,666",1282,94
2013-02-07,"208,000","209,000","205,000","206,500","23,080",1258,92
2013-02-08,"205,000","211,000","205,000","208,500","17,229",1270,93
2013-02-12,"206,500","211,000","205,000","210,000","18,439",1279,94
2013-02-13,"211,500","215,000","209,500","215,000","47,534",1310,96
2013-02-14,"213,000","215,500","213,000","214,000","24,386",1304,95
2013-02-15,"214,000","217,000","213,500","215,500","23,002",1313,96
2013-02-18,"215,500","215,500","211,000","212,000","8,035",1292,94
2013-02-19,"211,500","214,500","211,500","213,500","5,770",1301,95
2013-02-20,"215,000","215,000","212,000","214,500","26,885",1307,96
2013-02-21,"214,000","215,500","212,500","215,500","10,819",1313,96
2013-02-22,"216,500","223,000","214,500","222,000","26,862",1352,99
2013-02-25,"222,000","228,000","220,500","228,000","28,887",1389,102
2013-02-26,"229,000","229,000","222,500","225,000","40,355",1371,100
2013-02-27,"225,500","225,500","218,500","220,500","26,832",1343,98
2013-02-28,"222,000","226,500","220,500","226,500","37,301",1380,101
2013-03-04,"224,500","225,000","221,500","222,000","23,647",1352,99
2013-03-05,"222,000","222,500","219,500","219,500","29,421",1337,98
2013-03-06,"222,500","222,500","213,500","214,500","16,263",1307,96
2013-03-07,"213,500","214,000","210,500","210,500","47,769",1282,94
2013-03-08,"211,000","219,500","211,000","219,500","20,868",1337,98
2013-03-11,"218,500","223,500","217,000","223,500","19,676",1362,100
2013-03-12,"224,000","224,000","219,500","223,000","11,305",1359,99
2013-03-13,"221,000","223,500","221,000","222,000","11,220",1352,99
2013-03-14,"221,000","223,000","219,500","221,500","19,705",1349,99
2013-03-15,"222,500","223,500","217,000","217,000","17,900",1322,97
2013-03-18,"216,500","226,000","216,000","223,500","35,551",1362,100
2013-03-19,"225,500","228,000","224,000","227,500","10,854",1386,101
2013-03-20,"224,000","225,000","222,000","223,500","15,826",1362,100
2013-03-21,"223,000","223,500","221,500","223,500","16,366",1362,100
2013-03-22,"221,500","222,000","217,500","219,000","13,270",1334,98
2013-03-25,"219,000","223,000","219,000","220,000","18,605",1340,98
2013-03-26,"220,000","220,000","215,500","216,000","24,687",1316,96
2013-03-27,"216,000","222,000","216,000","222,000","33,147",1352,99
2013-03-28,"221,000","222,000","218,000","221,500","29,848",1349,99
2013-03-29,"223,000","227,000","222,000","226,000","51,178",1377,101
2013-04-01,"226,000","227,500","222,500","222,500","11,862",1355,99
2013-04-02,"223,500","224,500","220,000","224,000","78,619",1365,100
2013-04-03,"224,500","225,500","218,500","220,000","37,540",1340,98
2013-04-04,"217,000","218,000","213,500","217,000","50,038",1322,97
2013-04-05,"214,000","214,500","208,500","208,500","37,090",1270,93
2013-04-08,"212,000","212,000","209,000","210,500","36,774",1282,94
2013-04-09,"210,500","215,000","210,500","213,000","22,402",1298,95
2013-04-10,"216,500","216,500","213,500","216,000","17,580",1316,96
2013-04-11,"217,000","218,500","214,000","218,500","18,538",1331,97
2013-04-12,"218,500","220,000","216,000","219,000","21,625",1334,98
2013-04-15,"216,000","219,000","213,500","215,500","22,620",1313,96
2013-04-16,"215,000","218,500","212,000","218,500","36,913",1331,97
2013-04-17,"218,500","219,000","215,000","217,500","20,414",1325,97
2013-04-18,"215,500","223,000","215,000","222,000","41,133",1352,99
2013-04-19,"222,000","222,500","218,000","221,000","14,347",1346,98
2013-04-22,"219,000","224,500","217,500","224,000","16,270",1365,100
2013-04-23,"221,500","225,000","220,500","224,500","11,638",1368,100
2013-04-24,"224,500","225,500","222,500","225,000","19,248",1371,100
2013-04-25,"226,000","228,500","223,500","228,500","32,342",1392,102
2013-04-26,"227,000","234,000","226,500","232,000","37,351",1413,103
2013-04-29,"234,000","240,000","232,000","237,000","34,581",1444,106
2013-04-30,"237,000","239,000","231,000","236,500","44,870",1441,105
2013-05-02,"233,000","236,000","230,000","232,000","16,276",1413,103
2013-05-03,"234,500","235,000","226,500","235,000","32,565",1432,105
2013-05-06,"239,000","243,000","231,000","234,500","27,663",1429,104
2013-05-07,"235,000","236,500","232,500","235,500","9,665",1435,105
2013-05-08,"235,000","236,500","229,500","235,000","20,057",1432,105
2013-05-09,"233,000","235,000","230,500","231,500","16,244",1410,103
2013-05-10,"231,500","234,500","219,500","224,500","33,028",1368,100
2013-05-13,"223,500","227,500","223,000","227,500","22,677",1386,101
2013-05-14,"228,000","228,500","226,000","228,000","16,400",1389,102
2013-05-15,"227,000","230,000","225,000","226,500","26,231",1380,101
2013-05-16,"225,500","230,000","223,000","229,000","25,201",1395,102
2013-05-20,"227,000","227,000","220,000","224,000","26,211",1365,100
2013-05-21,"224,500","226,500","222,000","225,000","9,038",1371,100
2013-05-22,"225,000","233,500","224,500","232,000","43,294",1413,103
2013-05-23,"233,500","233,500","222,500","222,500","21,108",1355,99
2013-05-24,"223,500","228,500","221,000","222,500","15,378",1355,99
2013-05-27,"223,000","225,000","220,500","222,000","9,972",1352,99
2013-05-28,"221,500","223,000","219,500","220,000","38,857",1340,98
2013-05-29,"220,500","222,000","218,000","221,000","20,769",1346,98
2013-05-30,"220,000","221,000","216,000","219,000","20,782",1334,98
2013-05-31,"217,000","221,000","215,000","218,000","31,311",1328,97
2013-06-03,"217,000","219,500","214,500","217,000","15,838",1322,97
2013-06-04,"219,500","221,500","217,000","221,500","22,312",1349,99
2013-06-05,"220,000","221,000","215,500","216,000","17,834",1316,96
2013-06-07,"217,000","220,000","213,500","215,000","21,203",1310,96
2013-06-10,"213,000","220,000","213,000","217,000","15,160",1322,97
2013-06-11,"217,000","218,500","212,000","212,000","17,998",1292,94
2013-06-12,"213,000","221,000","210,000","221,000","115,100",1346,98
2013-06-13,"221,000","222,000","215,000","218,500","49,582",1331,97
2013-06-14,"219,000","224,500","217,000","223,500","41,798",1362,100
2013-06-17,"223,000","225,000","219,500","224,000","26,325",1365,100
2013-06-18,"225,500","235,500","221,000","235,000","65,856",1432,105
2013-06-19,"235,000","235,000","229,500","234,000","33,913",1426,104
2013-06-20,"230,000","230,500","223,000","225,500","56,354",1374,100
2013-06-21,"222,500","225,500","220,500","220,500","33,188",1343,98
2013-06-24,"218,500","218,500","212,000","212,500","53,130",1295,95
2013-06-25,"211,000","212,500","206,500","209,000","75,006",1273,93
2013-06-26,"213,000","213,000","208,000","209,000","34,601",1273,93
2013-06-27,"210,500","212,500","209,500","210,000","66,393",1279,94
2013-06-28,"210,500","212,000","210,000","211,000","49,886",1285,94
2013-07-01,"211,500","218,500","211,500","217,000","41,207",1322,97
2013-07-02,"216,000","220,500","213,500","218,000","41,132",1328,97
2013-07-03,"216,000","218,000","212,000","212,000","32,120",1292,94
2013-07-04,"212,000","216,000","208,500","216,000","44,031",1316,96
2013-07-05,"216,000","221,000","214,000","220,000","48,312",1340,98
2013-07-08,"218,500","225,000","216,500","225,000","39,450",1371,100
2013-07-09,"226,000","226,000","222,000","225,000","30,163",1371,100
2013-07-10,"224,000","226,500","220,500","223,000","21,470",1359,99
2013-07-11,"228,500","228,500","222,000","224,500","31,981",1368,100
2013-07-12,"223,500","226,000","221,000","223,000","21,307",1359,99
2013-07-15,"223,000","224,000","217,000","224,000","30,693",1365,100
2013-07-16,"222,500","223,000","218,500","219,500","18,638",1337,98
2013-07-17,"218,500","223,500","218,000","222,500","20,529",1355,99
2013-07-18,"222,500","223,000","216,500","216,500","18,025",1319,96
2013-07-19,"217,000","220,500","215,500","218,000","9,977",1328,97
2013-07-22,"220,000","222,500","218,500","222,000","8,801",1352,99
2013-07-23,"223,000","226,000","220,500","226,000","15,413",1377,101
2013-07-24,"226,000","228,000","224,000","227,500","8,312",1386,101
2013-07-25,"224,000","229,000","222,000","223,500","17,566",1362,100
2013-07-26,"223,500","225,000","220,000","222,500","18,852",1355,99
2013-07-29,"222,500","223,000","219,500","223,000","14,467",1359,99
2013-07-30,"224,000","225,500","221,000","222,000","15,871",1352,99
2013-07-31,"224,000","225,000","218,500","218,500","25,771",1331,97
2013-08-01,"218,500","221,000","218,500","219,500","16,204",1337,98
2013-08-02,"221,000","222,000","219,000","219,500","13,907",1337,98
2013-08-05,"220,500","223,000","220,000","222,000","7,876",1352,99
2013-08-06,"222,500","225,000","221,000","224,500","13,800",1368,100
2013-08-07,"224,500","225,000","222,000","222,000","18,432",1352,99
2013-08-08,"221,500","226,000","221,500","223,500","24,924",1362,100
2013-08-09,"222,500","225,500","219,000","221,000","21,812",1346,98
2013-08-12,"219,000","223,500","219,000","219,500","26,846",1337,98
2013-08-13,"220,000","221,500","218,000","220,000","20,318",1340,98
2013-08-14,"220,000","220,000","213,500","215,500","68,912",1313,96
2013-08-16,"214,500","215,000","211,000","211,000","42,751",1285,94
2013-08-19,"211,500","213,500","209,000","209,500","33,306",1276,93
2013-08-20,"209,000","212,000","209,000","209,000","19,251",1273,93
2013-08-21,"209,000","210,500","203,000","203,500","36,017",1240,91
2013-08-22,"201,500","202,000","198,500","199,000","33,169",1212,89
2013-08-23,"199,500","201,500","199,500","201,000","28,026",1224,90
2013-08-26,"201,000","205,000","201,000","204,500","34,052",1246,91
2013-08-27,"203,000","204,000","200,000","201,000","29,390",1224,90
2013-08-28,"198,500","200,500","197,500","198,500","32,271",1209,88
2013-08-29,"201,000","201,000","198,500","201,000","51,479",1224,90
2013-08-30,"201,500","202,500","200,000","200,500","35,404",1221,89
2013-09-02,"200,500","205,000","200,500","204,500","37,604",1246,91
2013-09-03,"205,000","211,500","204,500","209,500","41,504",1276,93
2013-09-04,"211,500","211,500","209,000","211,000","14,682",1285,94
2013-09-05,"209,500","213,500","209,500","213,500","19,192",1301,95
2013-09-06,"212,000","215,000","211,000","213,000","35,212",1298,95
2013-09-09,"213,000","221,000","211,000","221,000","78,968",1346,98
2013-09-10,"220,500","221,500","217,500","219,000","41,950",1334,98
2013-09-11,"219,500","224,500","219,000","224,500","37,017",1368,100
2013-09-12,"226,000","229,500","220,000","229,500","53,398",1398,102
2013-09-13,"226,000","230,000","224,500","224,500","24,911",1368,100
2013-09-16,"228,500","229,500","221,000","225,000","14,361",1371,100
2013-09-17,"222,500","229,000","221,500","228,000","27,141",1389,102
2013-09-23,"228,000","235,000","225,500","233,000","47,527",1419,104
2013-09-24,"230,500","232,000","229,000","230,500","22,197",1404,103
2013-09-25,"228,000","230,500","226,000","230,000","19,341",1401,102
2013-09-26,"227,500","230,500","226,500","227,500","23,939",1386,101
2013-09-27,"233,000","235,500","225,000","230,000","63,667",1401,102
2013-09-30,"228,500","231,500","228,500","231,000","25,998",1407,103
2013-10-01,"229,500","234,000","229,500","233,000","26,807",1419,104
2013-10-02,"234,000","234,000","227,000","228,000","45,909",1389,102
2013-10-04,"225,000","234,000","225,000","230,500","17,944",1404,103
2013-10-07,"227,500","233,500","227,500","233,500","24,187",1422,104
2013-10-08,"232,000","235,500","229,000","235,500","29,155",1435,105
2013-10-10,"231,000","238,000","231,000","237,000","48,941",1444,106
2013-10-11,"236,000","239,000","232,500","236,500","30,886",1441,105
2013-10-14,"235,000","239,000","233,000","239,000","26,151",1456,106
2013-10-15,"239,500","253,000","239,000","253,000","74,974",1541,113
2013-10-16,"251,000","254,500","247,500","253,500","52,205",1544,113
2013-10-17,"257,000","259,500","253,500","258,000","44,796",1572,115
2013-10-18,"259,500","269,000","259,000","269,000","42,117",1639,120
2013-10-21,"269,000","269,000","263,500","265,000","23,171",1614,118
2013-10-22,"268,500","274,000","265,500","269,000","40,235",1639,120
2013-10-23,"265,000","271,000","255,500","260,500","425,422",1587,116
2013-10-24,"261,500","263,500","260,000","261,500","25,222",1593,116
2013-10-25,"261,500","263,000","256,000","258,000","36,183",1572,115
2013-10-28,"259,500","263,000","257,000","262,500","27,023",1599,117
2013-10-29,"262,500","262,500","258,000","262,500","22,676",1599,117
2013-10-30,"263,000","263,500","259,000","263,500","23,185",1605,117
2013-10-31,"261,500","267,500","259,000","267,500","38,548",1630,119
2013-11-01,"266,500","267,500","254,500","257,000","39,424",1566,114
2013-11-04,"255,500","258,500","251,500","254,000","34,545",1547,113
2013-11-05,"255,000","257,500","253,000","254,500","23,587",1550,113
2013-11-06,"252,000","255,500","251,500","255,500","22,895",1557,114
2013-11-07,"251,500","253,000","244,000","246,500","40,619",1502,110
2013-11-08,"247,500","248,000","240,500","244,500","52,037",1489,109
2013-11-11,"241,500","244,000","239,000","242,000","13,416",1474,108
2013-11-12,"243,500","248,000","243,000","246,000","14,724",1499,110
2013-11-13,"246,000","247,500","241,500","242,500","20,783",1477,108
2013-11-14,"241,000","249,000","240,000","245,000","26,731",1493,109
2013-11-15,"245,000","248,500","243,000","245,000","20,108",1493,109
2013-11-18,"245,000","249,000","244,000","244,500","17,690",1489,109
2013-11-19,"245,000","250,500","243,000","249,500","25,065",1520,111
2013-11-20,"252,500","252,500","243,500","245,000","29,619",1493,109
2013-11-21,"245,000","245,500","239,000","240,500","22,666",1465,107
2013-11-22,"242,500","250,000","238,000","249,000","28,371",1517,111
2013-11-25,"251,000","254,000","248,000","249,500","17,150",1520,111
2013-11-26,"248,500","260,000","245,500","253,500","30,884",1544,113
2013-11-27,"254,500","257,500","252,500","256,000","34,286",1560,114
2013-11-28,"255,000","258,500","253,500","258,500","36,912",1575,115
2013-11-29,"258,500","259,000","254,500","256,500","34,783",1563,114
2013-12-02,"254,000","256,000","252,000","256,000","22,069",1560,114
2013-12-03,"255,000","255,500","248,500","252,000","30,526",1535,112
2013-12-04,"249,500","251,000","245,000","247,500","17,798",1508,110
2013-12-05,"249,000","249,000","241,000","242,500","30,133",1477,108
2013-12-06,"241,500","244,000","240,000","241,500","21,197",1471,108
2013-12-09,"245,000","245,500","240,000","245,500","23,819",1496,109
2013-12-10,"245,000","249,500","242,000","249,500","48,508",1520,111
2013-12-11,"248,000","251,000","243,500","246,500","32,151",1502,110
